Source,Target,Weight
Louis Raphaël I Sako,Soane Patita Paini Mafi,3
Louis Raphaël I Sako,Dieudonné Nzapalainga CSSp,3
Louis Raphaël I Sako,Carlos Osoro Sierra,2
Louis Raphaël I Sako,Sérgio da Rocha,3
Louis Raphaël I Sako,Blase J. Cupich,2
Louis Raphaël I Sako,Jozef De Kesel,2
Louis Raphaël I Sako,Carlos Aguiar Retes,2
Louis Raphaël I Sako,John Ribat MSC,3
Louis Raphaël I Sako,Joseph W. Tobin CSsR,2
Louis Raphaël I Sako,Juan José Omella,2
Louis Raphaël I Sako,Anders Arborelius OCD,2
Louis Raphaël I Sako,Angelo De Donatis,3
Louis Raphaël I Sako,Joseph Coutts,4
Louis Raphaël I Sako,António Marto,3
Louis Raphaël I Sako,Désiré Tsarahazana,3
Louis Raphaël I Sako,Giuseppe Petrocchi,3
Louis Raphaël I Sako,Thomas Aquino Manyo Maeda,4
Louis Raphaël I Sako,Ignatius Suharyo Hardjoatmodjo,3
Louis Raphaël I Sako,Juan García Rodríguez,2
Louis Raphaël I Sako,Fridolin Ambongo Besungu OFMCap,3
Louis Raphaël I Sako,Jean-Claude Hollerich SJ,3
Louis Raphaël I Sako,Álvaro Leonel Ramazzini Imeri,2
Louis Raphaël I Sako,Matteo Zuppi,3
Louis Raphaël I Sako,Cristóbal López Romero SDB,2
Louis Raphaël I Sako,Antoine Kambanda,3
Louis Raphaël I Sako,Wilton Daniel Gregory,2
Louis Raphaël I Sako,Jose Advincula OP,3
Louis Raphaël I Sako,Augusto Paolo Lojudice,3
Louis Raphaël I Sako,Jean-Marc Aveline,3
Louis Raphaël I Sako,Peter Okpaleke,3
Louis Raphaël I Sako,Leonardo Ulrich Steiner OFM,2
Louis Raphaël I Sako,Filipe Neri Ferrão,3
Louis Raphaël I Sako,Robert McElroy,2
Louis Raphaël I Sako,Virgílio do Carmo da Silva SDB,3
Louis Raphaël I Sako,Oscar Cantoni,2
Louis Raphaël I Sako,Anthony Poola,4
Louis Raphaël I Sako,Paulo Cezar Costa,3
Louis Raphaël I Sako,William Goh,4
Louis Raphaël I Sako,Adalberto Martínez Flores,2
Louis Raphaël I Sako,Giorgio Marengo IMC,4
Louis Raphaël I Sako,Pierbattista Pizzaballa OFM,4
Louis Raphaël I Sako,Stephen Brislin,3
Louis Raphaël I Sako,Ángel Sixto Rossi SJ,3
Louis Raphaël I Sako,Luis José Rueda Aparicio,3
Louis Raphaël I Sako,Grzegorz Ryś,3
Louis Raphaël I Sako,Stephen Ameyu Martin Mulla,3
Louis Raphaël I Sako,José Cobo Cano,3
Louis Raphaël I Sako,Protase Rugambwa,3
Louis Raphaël I Sako,Sebastian Francis,3
Louis Raphaël I Sako,Stephen Chow Sau-yan SJ,4
Louis Raphaël I Sako,François-Xavier Bustillo OFMConv,3
Louis Raphaël I Sako,Américo Aguiar,3
Louis Raphaël I Sako,Carlos Castillo Mattasoglio,2
Louis Raphaël I Sako,Vicente Bokalic Iglic CM,2
Louis Raphaël I Sako,Luis Cabrera Herrera OFM,3
Louis Raphaël I Sako,Fernando Chomalí Garib,3
Louis Raphaël I Sako,Tarcisio Isao Kikuchi SVD,4
Louis Raphaël I Sako,Pablo Virgilio David,4
Louis Raphaël I Sako,Ladislav Nemet SVD,3
Louis Raphaël I Sako,Jaime Spengler OFM,3
Louis Raphaël I Sako,Ignace Bessi Dogbo,3
Louis Raphaël I Sako,Jean-Paul Vesco OP,3
Louis Raphaël I Sako,Dominique Mathieu OFMConv,4
Louis Raphaël I Sako,Roberto Repole,3
Louis Raphaël I Sako,Baldassare Reina,3
Louis Raphaël I Sako,Frank Leo,3
Louis Raphaël I Sako,Mykola Bychok CSsR,3
Louis Raphaël I Sako,Domenico Battaglia,3
Louis Raphaël I Sako,Dominique Mamberti,2
Louis Raphaël I Sako,Mario Zenari,2
Louis Raphaël I Sako,Kevin Farrell,2
Louis Raphaël I Sako,Konrad Krajewski,4
Louis Raphaël I Sako,José Tolentino de Mendonça,3
Louis Raphaël I Sako,Michael Czerny SJ,2
Louis Raphaël I Sako,Mario Grech,3
Louis Raphaël I Sako,Marcello Semeraro,2
Louis Raphaël I Sako,Mauro Gambetti OFMConv,3
Louis Raphaël I Sako,Arthur Roche,2
Louis Raphaël I Sako,Lazarus You Heung-sik,3
Louis Raphaël I Sako,Claudio Gugerotti,3
Louis Raphaël I Sako,Víctor Manuel Fernández,3
Louis Raphaël I Sako,Emil Paul Tscherrig,2
Louis Raphaël I Sako,Christophe Pierre,2
Louis Raphaël I Sako,Ángel Fernández Artime SDB,3
Louis Raphaël I Sako,Rolandas Makrickas,3
Louis Raphaël I Sako,Timothy Radcliffe OP,2
Louis Raphaël I Sako,Fabio Baggio CS,3
Louis Raphaël I Sako,George Koovakad,4
Vinko Puljić,Peter Turkson,1
Vinko Puljić,Josip Bozanić,2
Vinko Puljić,Philippe Barbarin,2
Vinko Puljić,Péter Erdő,2
Vinko Puljić,Stanisław Ryłko,1
Vinko Puljić,Kurt Koch,1
Vinko Puljić,Kazimierz Nycz,1
Vinko Puljić,Reinhard Marx,1
Vinko Puljić,Wim Eijk,1
Vinko Puljić,Giuseppe Betori,1
Vinko Puljić,Rainer Woelki,2
Vinko Puljić,Baselios Cleemis,1
Vinko Puljić,Gerhard Ludwig Müller,1
Vinko Puljić,Vincent Nichols,1
Vinko Puljić,Gérald Lacroix ISPX,1
Vinko Puljić,Chibly Langlois,1
Vinko Puljić,Manuel Clemente,1
Vinko Puljić,Francesco Montenegro,1
Vinko Puljić,Daniel Sturla SDB,1
Vinko Puljić,Soane Patita Paini Mafi,1
Vinko Puljić,Dieudonné Nzapalainga CSSp,1
Vinko Puljić,Carlos Osoro Sierra,1
Vinko Puljić,Sérgio da Rocha,1
Vinko Puljić,Jozef De Kesel,1
Vinko Puljić,John Ribat MSC,1
Vinko Puljić,Juan José Omella,1
Vinko Puljić,Anders Arborelius OCD,1
Vinko Puljić,Angelo De Donatis,1
Vinko Puljić,António Marto,1
Vinko Puljić,Giuseppe Petrocchi,1
Vinko Puljić,Fridolin Ambongo Besungu OFMCap,1
Vinko Puljić,Jean-Claude Hollerich SJ,2
Vinko Puljić,Matteo Zuppi,2
Vinko Puljić,Antoine Kambanda,1
Vinko Puljić,Augusto Paolo Lojudice,2
Vinko Puljić,Jean-Marc Aveline,2
Vinko Puljić,Peter Okpaleke,1
Vinko Puljić,Virgílio do Carmo da Silva SDB,1
Vinko Puljić,Oscar Cantoni,1
Vinko Puljić,Anthony Poola,1
Vinko Puljić,Paulo Cezar Costa,1
Vinko Puljić,William Goh,1
Vinko Puljić,Giorgio Marengo IMC,1
Vinko Puljić,Pierbattista Pizzaballa OFM,1
Vinko Puljić,Stephen Brislin,1
Vinko Puljić,Ángel Sixto Rossi SJ,1
Vinko Puljić,Luis José Rueda Aparicio,1
Vinko Puljić,Grzegorz Ryś,2
Vinko Puljić,Stephen Ameyu Martin Mulla,1
Vinko Puljić,José Cobo Cano,2
Vinko Puljić,Protase Rugambwa,1
Vinko Puljić,Stephen Chow Sau-yan SJ,1
Vinko Puljić,François-Xavier Bustillo OFMConv,2
Vinko Puljić,Américo Aguiar,2
Vinko Puljić,Luis Cabrera Herrera OFM,1
Vinko Puljić,Fernando Chomalí Garib,1
Vinko Puljić,Tarcisio Isao Kikuchi SVD,1
Vinko Puljić,Pablo Virgilio David,1
Vinko Puljić,Ladislav Nemet SVD,2
Vinko Puljić,Jaime Spengler OFM,1
Vinko Puljić,Ignace Bessi Dogbo,1
Vinko Puljić,Jean-Paul Vesco OP,1
Vinko Puljić,Dominique Mathieu OFMConv,1
Vinko Puljić,Roberto Repole,2
Vinko Puljić,Baldassare Reina,2
Vinko Puljić,Frank Leo,1
Vinko Puljić,Mykola Bychok CSsR,1
Vinko Puljić,Domenico Battaglia,2
Vinko Puljić,Dominique Mamberti,1
Vinko Puljić,Mario Zenari,1
Vinko Puljić,Konrad Krajewski,2
Vinko Puljić,José Tolentino de Mendonça,2
Vinko Puljić,Mario Grech,2
Vinko Puljić,Marcello Semeraro,1
Vinko Puljić,Mauro Gambetti OFMConv,2
Vinko Puljić,Arthur Roche,1
Vinko Puljić,Claudio Gugerotti,2
Vinko Puljić,Víctor Manuel Fernández,1
Vinko Puljić,Emil Paul Tscherrig,1
Vinko Puljić,Christophe Pierre,1
Vinko Puljić,Ángel Fernández Artime SDB,2
Vinko Puljić,Rolandas Makrickas,2
Vinko Puljić,Timothy Radcliffe OP,1
Vinko Puljić,Fabio Baggio CS,2
Vinko Puljić,George Koovakad,1
Peter Turkson,Josip Bozanić,2
Peter Turkson,Philippe Barbarin,2
Peter Turkson,Péter Erdő,2
Peter Turkson,Robert Sarah,1
Peter Turkson,Rainer Woelki,1
Peter Turkson,Baselios Cleemis,1
Peter Turkson,Gérald Lacroix ISPX,1
Peter Turkson,Philippe Ouédraogo,1
Peter Turkson,Chibly Langlois,1
Peter Turkson,Berhaneyesus Demerew Souraphiel CM,1
Peter Turkson,Daniel Sturla SDB,1
Peter Turkson,Soane Patita Paini Mafi,1
Peter Turkson,Dieudonné Nzapalainga CSSp,2
Peter Turkson,Sérgio da Rocha,1
Peter Turkson,John Ribat MSC,1
Peter Turkson,Désiré Tsarahazana,1
Peter Turkson,Fridolin Ambongo Besungu OFMCap,1
Peter Turkson,Jean-Claude Hollerich SJ,1
Peter Turkson,Matteo Zuppi,1
Peter Turkson,Cristóbal López Romero SDB,1
Peter Turkson,Antoine Kambanda,2
Peter Turkson,Augusto Paolo Lojudice,1
Peter Turkson,Jean-Marc Aveline,1
Peter Turkson,Peter Okpaleke,2
Peter Turkson,Virgílio do Carmo da Silva SDB,1
Peter Turkson,Anthony Poola,1
Peter Turkson,Paulo Cezar Costa,1
Peter Turkson,William Goh,1
Peter Turkson,Giorgio Marengo IMC,1
Peter Turkson,Pierbattista Pizzaballa OFM,1
Peter Turkson,Stephen Brislin,2
Peter Turkson,Ángel Sixto Rossi SJ,1
Peter Turkson,Luis José Rueda Aparicio,1
Peter Turkson,Grzegorz Ryś,1
Peter Turkson,Stephen Ameyu Martin Mulla,2
Peter Turkson,José Cobo Cano,1
Peter Turkson,Protase Rugambwa,2
Peter Turkson,Stephen Chow Sau-yan SJ,1
Peter Turkson,François-Xavier Bustillo OFMConv,1
Peter Turkson,Américo Aguiar,1
Peter Turkson,Luis Cabrera Herrera OFM,1
Peter Turkson,Fernando Chomalí Garib,1
Peter Turkson,Tarcisio Isao Kikuchi SVD,1
Peter Turkson,Pablo Virgilio David,1
Peter Turkson,Ladislav Nemet SVD,1
Peter Turkson,Jaime Spengler OFM,1
Peter Turkson,Ignace Bessi Dogbo,1
Peter Turkson,Jean-Paul Vesco OP,2
Peter Turkson,Dominique Mathieu OFMConv,1
Peter Turkson,Roberto Repole,1
Peter Turkson,Baldassare Reina,1
Peter Turkson,Frank Leo,1
Peter Turkson,Mykola Bychok CSsR,1
Peter Turkson,Domenico Battaglia,1
Peter Turkson,Konrad Krajewski,1
Peter Turkson,José Tolentino de Mendonça,1
Peter Turkson,Mario Grech,1
Peter Turkson,Mauro Gambetti OFMConv,1
Peter Turkson,Claudio Gugerotti,1
Peter Turkson,Víctor Manuel Fernández,1
Peter Turkson,Ángel Fernández Artime SDB,1
Peter Turkson,Rolandas Makrickas,1
Peter Turkson,Fabio Baggio CS,1
Peter Turkson,George Koovakad,1
Josip Bozanić,Philippe Barbarin,3
Josip Bozanić,Péter Erdő,3
Josip Bozanić,Stanisław Ryłko,1
Josip Bozanić,Kurt Koch,1
Josip Bozanić,Kazimierz Nycz,1
Josip Bozanić,Reinhard Marx,1
Josip Bozanić,Wim Eijk,1
Josip Bozanić,Giuseppe Betori,1
Josip Bozanić,Rainer Woelki,2
Josip Bozanić,Baselios Cleemis,1
Josip Bozanić,Gerhard Ludwig Müller,1
Josip Bozanić,Vincent Nichols,1
Josip Bozanić,Gérald Lacroix ISPX,1
Josip Bozanić,Chibly Langlois,1
Josip Bozanić,Manuel Clemente,1
Josip Bozanić,Francesco Montenegro,1
Josip Bozanić,Daniel Sturla SDB,1
Josip Bozanić,Soane Patita Paini Mafi,1
Josip Bozanić,Dieudonné Nzapalainga CSSp,1
Josip Bozanić,Carlos Osoro Sierra,1
Josip Bozanić,Sérgio da Rocha,1
Josip Bozanić,Jozef De Kesel,1
Josip Bozanić,John Ribat MSC,1
Josip Bozanić,Juan José Omella,1
Josip Bozanić,Anders Arborelius OCD,1
Josip Bozanić,Angelo De Donatis,1
Josip Bozanić,António Marto,1
Josip Bozanić,Giuseppe Petrocchi,1
Josip Bozanić,Fridolin Ambongo Besungu OFMCap,1
Josip Bozanić,Jean-Claude Hollerich SJ,2
Josip Bozanić,Matteo Zuppi,2
Josip Bozanić,Antoine Kambanda,1
Josip Bozanić,Augusto Paolo Lojudice,2
Josip Bozanić,Jean-Marc Aveline,2
Josip Bozanić,Peter Okpaleke,1
Josip Bozanić,Virgílio do Carmo da Silva SDB,1
Josip Bozanić,Oscar Cantoni,1
Josip Bozanić,Anthony Poola,1
Josip Bozanić,Paulo Cezar Costa,1
Josip Bozanić,William Goh,1
Josip Bozanić,Giorgio Marengo IMC,1
Josip Bozanić,Pierbattista Pizzaballa OFM,1
Josip Bozanić,Stephen Brislin,1
Josip Bozanić,Ángel Sixto Rossi SJ,1
Josip Bozanić,Luis José Rueda Aparicio,1
Josip Bozanić,Grzegorz Ryś,2
Josip Bozanić,Stephen Ameyu Martin Mulla,1
Josip Bozanić,José Cobo Cano,2
Josip Bozanić,Protase Rugambwa,1
Josip Bozanić,Stephen Chow Sau-yan SJ,1
Josip Bozanić,François-Xavier Bustillo OFMConv,2
Josip Bozanić,Américo Aguiar,2
Josip Bozanić,Luis Cabrera Herrera OFM,1
Josip Bozanić,Fernando Chomalí Garib,1
Josip Bozanić,Tarcisio Isao Kikuchi SVD,1
Josip Bozanić,Pablo Virgilio David,1
Josip Bozanić,Ladislav Nemet SVD,2
Josip Bozanić,Jaime Spengler OFM,1
Josip Bozanić,Ignace Bessi Dogbo,1
Josip Bozanić,Jean-Paul Vesco OP,1
Josip Bozanić,Dominique Mathieu OFMConv,1
Josip Bozanić,Roberto Repole,2
Josip Bozanić,Baldassare Reina,2
Josip Bozanić,Frank Leo,1
Josip Bozanić,Mykola Bychok CSsR,1
Josip Bozanić,Domenico Battaglia,2
Josip Bozanić,Dominique Mamberti,1
Josip Bozanić,Mario Zenari,1
Josip Bozanić,Konrad Krajewski,2
Josip Bozanić,José Tolentino de Mendonça,2
Josip Bozanić,Mario Grech,2
Josip Bozanić,Marcello Semeraro,1
Josip Bozanić,Mauro Gambetti OFMConv,2
Josip Bozanić,Arthur Roche,1
Josip Bozanić,Claudio Gugerotti,2
Josip Bozanić,Víctor Manuel Fernández,1
Josip Bozanić,Emil Paul Tscherrig,1
Josip Bozanić,Christophe Pierre,1
Josip Bozanić,Ángel Fernández Artime SDB,2
Josip Bozanić,Rolandas Makrickas,2
Josip Bozanić,Timothy Radcliffe OP,1
Josip Bozanić,Fabio Baggio CS,2
Josip Bozanić,George Koovakad,1
Philippe Barbarin,Péter Erdő,3
Philippe Barbarin,Stanisław Ryłko,1
Philippe Barbarin,Kurt Koch,1
Philippe Barbarin,Kazimierz Nycz,1
Philippe Barbarin,Reinhard Marx,1
Philippe Barbarin,Wim Eijk,1
Philippe Barbarin,Giuseppe Betori,1
Philippe Barbarin,Rainer Woelki,2
Philippe Barbarin,Baselios Cleemis,1
Philippe Barbarin,Gerhard Ludwig Müller,1
Philippe Barbarin,Vincent Nichols,1
Philippe Barbarin,Gérald Lacroix ISPX,1
Philippe Barbarin,Chibly Langlois,1
Philippe Barbarin,Manuel Clemente,1
Philippe Barbarin,Francesco Montenegro,1
Philippe Barbarin,Daniel Sturla SDB,1
Philippe Barbarin,Soane Patita Paini Mafi,1
Philippe Barbarin,Dieudonné Nzapalainga CSSp,1
Philippe Barbarin,Carlos Osoro Sierra,1
Philippe Barbarin,Sérgio da Rocha,1
Philippe Barbarin,Jozef De Kesel,1
Philippe Barbarin,John Ribat MSC,1
Philippe Barbarin,Juan José Omella,1
Philippe Barbarin,Anders Arborelius OCD,1
Philippe Barbarin,Angelo De Donatis,1
Philippe Barbarin,António Marto,1
Philippe Barbarin,Giuseppe Petrocchi,1
Philippe Barbarin,Fridolin Ambongo Besungu OFMCap,1
Philippe Barbarin,Jean-Claude Hollerich SJ,2
Philippe Barbarin,Matteo Zuppi,2
Philippe Barbarin,Antoine Kambanda,1
Philippe Barbarin,Augusto Paolo Lojudice,2
Philippe Barbarin,Jean-Marc Aveline,3
Philippe Barbarin,Peter Okpaleke,1
Philippe Barbarin,Virgílio do Carmo da Silva SDB,1
Philippe Barbarin,Oscar Cantoni,1
Philippe Barbarin,Anthony Poola,1
Philippe Barbarin,Paulo Cezar Costa,1
Philippe Barbarin,William Goh,1
Philippe Barbarin,Giorgio Marengo IMC,1
Philippe Barbarin,Pierbattista Pizzaballa OFM,1
Philippe Barbarin,Stephen Brislin,1
Philippe Barbarin,Ángel Sixto Rossi SJ,1
Philippe Barbarin,Luis José Rueda Aparicio,1
Philippe Barbarin,Grzegorz Ryś,2
Philippe Barbarin,Stephen Ameyu Martin Mulla,1
Philippe Barbarin,José Cobo Cano,2
Philippe Barbarin,Protase Rugambwa,1
Philippe Barbarin,Stephen Chow Sau-yan SJ,1
Philippe Barbarin,François-Xavier Bustillo OFMConv,3
Philippe Barbarin,Américo Aguiar,2
Philippe Barbarin,Luis Cabrera Herrera OFM,1
Philippe Barbarin,Fernando Chomalí Garib,1
Philippe Barbarin,Tarcisio Isao Kikuchi SVD,1
Philippe Barbarin,Pablo Virgilio David,1
Philippe Barbarin,Ladislav Nemet SVD,2
Philippe Barbarin,Jaime Spengler OFM,1
Philippe Barbarin,Ignace Bessi Dogbo,1
Philippe Barbarin,Jean-Paul Vesco OP,1
Philippe Barbarin,Dominique Mathieu OFMConv,1
Philippe Barbarin,Roberto Repole,2
Philippe Barbarin,Baldassare Reina,2
Philippe Barbarin,Frank Leo,1
Philippe Barbarin,Mykola Bychok CSsR,1
Philippe Barbarin,Domenico Battaglia,2
Philippe Barbarin,Dominique Mamberti,2
Philippe Barbarin,Mario Zenari,1
Philippe Barbarin,Konrad Krajewski,2
Philippe Barbarin,José Tolentino de Mendonça,2
Philippe Barbarin,Mario Grech,2
Philippe Barbarin,Marcello Semeraro,1
Philippe Barbarin,Mauro Gambetti OFMConv,2
Philippe Barbarin,Arthur Roche,1
Philippe Barbarin,Claudio Gugerotti,2
Philippe Barbarin,Víctor Manuel Fernández,1
Philippe Barbarin,Emil Paul Tscherrig,1
Philippe Barbarin,Christophe Pierre,2
Philippe Barbarin,Ángel Fernández Artime SDB,2
Philippe Barbarin,Rolandas Makrickas,2
Philippe Barbarin,Timothy Radcliffe OP,1
Philippe Barbarin,Fabio Baggio CS,2
Philippe Barbarin,George Koovakad,1
Péter Erdő,Stanisław Ryłko,1
Péter Erdő,Kurt Koch,1
Péter Erdő,Kazimierz Nycz,1
Péter Erdő,Reinhard Marx,1
Péter Erdő,Wim Eijk,1
Péter Erdő,Giuseppe Betori,1
Péter Erdő,Rainer Woelki,2
Péter Erdő,Baselios Cleemis,1
Péter Erdő,Gerhard Ludwig Müller,1
Péter Erdő,Vincent Nichols,1
Péter Erdő,Gérald Lacroix ISPX,1
Péter Erdő,Chibly Langlois,1
Péter Erdő,Manuel Clemente,1
Péter Erdő,Francesco Montenegro,1
Péter Erdő,Daniel Sturla SDB,1
Péter Erdő,Soane Patita Paini Mafi,1
Péter Erdő,Dieudonné Nzapalainga CSSp,1
Péter Erdő,Carlos Osoro Sierra,1
Péter Erdő,Sérgio da Rocha,1
Péter Erdő,Jozef De Kesel,1
Péter Erdő,John Ribat MSC,1
Péter Erdő,Juan José Omella,1
Péter Erdő,Anders Arborelius OCD,1
Péter Erdő,Angelo De Donatis,1
Péter Erdő,António Marto,1
Péter Erdő,Giuseppe Petrocchi,1
Péter Erdő,Fridolin Ambongo Besungu OFMCap,1
Péter Erdő,Jean-Claude Hollerich SJ,2
Péter Erdő,Matteo Zuppi,2
Péter Erdő,Antoine Kambanda,1
Péter Erdő,Augusto Paolo Lojudice,2
Péter Erdő,Jean-Marc Aveline,2
Péter Erdő,Peter Okpaleke,1
Péter Erdő,Virgílio do Carmo da Silva SDB,1
Péter Erdő,Oscar Cantoni,1
Péter Erdő,Anthony Poola,1
Péter Erdő,Paulo Cezar Costa,1
Péter Erdő,William Goh,1
Péter Erdő,Giorgio Marengo IMC,1
Péter Erdő,Pierbattista Pizzaballa OFM,1
Péter Erdő,Stephen Brislin,1
Péter Erdő,Ángel Sixto Rossi SJ,1
Péter Erdő,Luis José Rueda Aparicio,1
Péter Erdő,Grzegorz Ryś,2
Péter Erdő,Stephen Ameyu Martin Mulla,1
Péter Erdő,José Cobo Cano,2
Péter Erdő,Protase Rugambwa,1
Péter Erdő,Stephen Chow Sau-yan SJ,1
Péter Erdő,François-Xavier Bustillo OFMConv,2
Péter Erdő,Américo Aguiar,2
Péter Erdő,Luis Cabrera Herrera OFM,1
Péter Erdő,Fernando Chomalí Garib,1
Péter Erdő,Tarcisio Isao Kikuchi SVD,1
Péter Erdő,Pablo Virgilio David,1
Péter Erdő,Ladislav Nemet SVD,2
Péter Erdő,Jaime Spengler OFM,1
Péter Erdő,Ignace Bessi Dogbo,1
Péter Erdő,Jean-Paul Vesco OP,1
Péter Erdő,Dominique Mathieu OFMConv,1
Péter Erdő,Roberto Repole,2
Péter Erdő,Baldassare Reina,2
Péter Erdő,Frank Leo,1
Péter Erdő,Mykola Bychok CSsR,1
Péter Erdő,Domenico Battaglia,2
Péter Erdő,Dominique Mamberti,1
Péter Erdő,Mario Zenari,1
Péter Erdő,Konrad Krajewski,2
Péter Erdő,José Tolentino de Mendonça,2
Péter Erdő,Mario Grech,2
Péter Erdő,Marcello Semeraro,1
Péter Erdő,Mauro Gambetti OFMConv,2
Péter Erdő,Arthur Roche,1
Péter Erdő,Claudio Gugerotti,2
Péter Erdő,Víctor Manuel Fernández,1
Péter Erdő,Emil Paul Tscherrig,1
Péter Erdő,Christophe Pierre,1
Péter Erdő,Ángel Fernández Artime SDB,2
Péter Erdő,Rolandas Makrickas,2
Péter Erdő,Timothy Radcliffe OP,1
Péter Erdő,Fabio Baggio CS,2
Péter Erdő,George Koovakad,1
Stanisław Ryłko,Francisco Robles Ortega,2
Stanisław Ryłko,Daniel DiNardo,2
Stanisław Ryłko,Odilo Scherer,2
Stanisław Ryłko,Robert Sarah,1
Stanisław Ryłko,Raymond Leo Burke,1
Stanisław Ryłko,Kurt Koch,2
Stanisław Ryłko,Kazimierz Nycz,3
Stanisław Ryłko,Malcolm Ranjith,1
Stanisław Ryłko,Reinhard Marx,2
Stanisław Ryłko,João Braz de Aviz,1
Stanisław Ryłko,Thomas Collins,1
Stanisław Ryłko,Wim Eijk,2
Stanisław Ryłko,Giuseppe Betori,2
Stanisław Ryłko,Timothy Dolan,1
Stanisław Ryłko,Rainer Woelki,3
Stanisław Ryłko,James Michael Harvey,1
Stanisław Ryłko,Baselios Cleemis,2
Stanisław Ryłko,Gerhard Ludwig Müller,1
Stanisław Ryłko,Vincent Nichols,1
Stanisław Ryłko,Gérald Lacroix ISPX,1
Stanisław Ryłko,Chibly Langlois,1
Stanisław Ryłko,Manuel Clemente,1
Stanisław Ryłko,Francesco Montenegro,1
Stanisław Ryłko,Daniel Sturla SDB,1
Stanisław Ryłko,Soane Patita Paini Mafi,1
Stanisław Ryłko,Dieudonné Nzapalainga CSSp,1
Stanisław Ryłko,Carlos Osoro Sierra,1
Stanisław Ryłko,Sérgio da Rocha,1
Stanisław Ryłko,Jozef De Kesel,1
Stanisław Ryłko,John Ribat MSC,1
Stanisław Ryłko,Juan José Omella,1
Stanisław Ryłko,Anders Arborelius OCD,1
Stanisław Ryłko,Angelo De Donatis,1
Stanisław Ryłko,António Marto,1
Stanisław Ryłko,Giuseppe Petrocchi,1
Stanisław Ryłko,Fridolin Ambongo Besungu OFMCap,1
Stanisław Ryłko,Jean-Claude Hollerich SJ,2
Stanisław Ryłko,Matteo Zuppi,2
Stanisław Ryłko,Antoine Kambanda,1
Stanisław Ryłko,Augusto Paolo Lojudice,2
Stanisław Ryłko,Jean-Marc Aveline,2
Stanisław Ryłko,Peter Okpaleke,1
Stanisław Ryłko,Virgílio do Carmo da Silva SDB,1
Stanisław Ryłko,Oscar Cantoni,1
Stanisław Ryłko,Anthony Poola,1
Stanisław Ryłko,Paulo Cezar Costa,1
Stanisław Ryłko,William Goh,1
Stanisław Ryłko,Giorgio Marengo IMC,1
Stanisław Ryłko,Pierbattista Pizzaballa OFM,1
Stanisław Ryłko,Stephen Brislin,1
Stanisław Ryłko,Ángel Sixto Rossi SJ,1
Stanisław Ryłko,Luis José Rueda Aparicio,1
Stanisław Ryłko,Grzegorz Ryś,3
Stanisław Ryłko,Stephen Ameyu Martin Mulla,1
Stanisław Ryłko,José Cobo Cano,2
Stanisław Ryłko,Protase Rugambwa,1
Stanisław Ryłko,Stephen Chow Sau-yan SJ,1
Stanisław Ryłko,François-Xavier Bustillo OFMConv,2
Stanisław Ryłko,Américo Aguiar,2
Stanisław Ryłko,Luis Cabrera Herrera OFM,1
Stanisław Ryłko,Fernando Chomalí Garib,1
Stanisław Ryłko,Tarcisio Isao Kikuchi SVD,1
Stanisław Ryłko,Pablo Virgilio David,1
Stanisław Ryłko,Ladislav Nemet SVD,2
Stanisław Ryłko,Jaime Spengler OFM,1
Stanisław Ryłko,Ignace Bessi Dogbo,1
Stanisław Ryłko,Jean-Paul Vesco OP,1
Stanisław Ryłko,Dominique Mathieu OFMConv,1
Stanisław Ryłko,Roberto Repole,2
Stanisław Ryłko,Baldassare Reina,2
Stanisław Ryłko,Frank Leo,1
Stanisław Ryłko,Mykola Bychok CSsR,1
Stanisław Ryłko,Domenico Battaglia,2
Stanisław Ryłko,Dominique Mamberti,1
Stanisław Ryłko,Mario Zenari,1
Stanisław Ryłko,Konrad Krajewski,3
Stanisław Ryłko,José Tolentino de Mendonça,2
Stanisław Ryłko,Mario Grech,2
Stanisław Ryłko,Marcello Semeraro,1
Stanisław Ryłko,Mauro Gambetti OFMConv,2
Stanisław Ryłko,Arthur Roche,1
Stanisław Ryłko,Claudio Gugerotti,2
Stanisław Ryłko,Víctor Manuel Fernández,1
Stanisław Ryłko,Emil Paul Tscherrig,1
Stanisław Ryłko,Christophe Pierre,1
Stanisław Ryłko,Ángel Fernández Artime SDB,2
Stanisław Ryłko,Rolandas Makrickas,2
Stanisław Ryłko,Timothy Radcliffe OP,1
Stanisław Ryłko,Fabio Baggio CS,2
Stanisław Ryłko,George Koovakad,1
Francisco Robles Ortega,Daniel DiNardo,3
Francisco Robles Ortega,Odilo Scherer,2
Francisco Robles Ortega,Robert Sarah,1
Francisco Robles Ortega,Raymond Leo Burke,2
Francisco Robles Ortega,Kurt Koch,1
Francisco Robles Ortega,Kazimierz Nycz,1
Francisco Robles Ortega,Malcolm Ranjith,1
Francisco Robles Ortega,Reinhard Marx,1
Francisco Robles Ortega,João Braz de Aviz,1
Francisco Robles Ortega,Thomas Collins,2
